placename,year_week,year,week,common_name,n_detections,sampling_days,detection_rate
BCAM11,2023-W46,2023,W46,Northern Raccoon,3,7,0.42857142857142855
BCAM11,2023-W46,2023,W46,Striped Skunk,0,7,0
BCAM11,2023-W46,2023,W46,Brush Rabbit,0,7,0
BCAM11,2023-W46,2023,W46,Californian Sea Lion,0,7,0
BCAM11,2023-W46,2023,W46,Elk,0,7,0
BCAM11,2023-W46,2023,W46,Black-tailed Jackrabbit,0,7,0
BCAM11,2023-W46,2023,W46,Human-Pedestrian,0,7,0
BCAM11,2023-W47,2023,W47,American Badger,0,7,0
BCAM11,2023-W47,2023,W47,Bobcat,1,7,0.14285714285714285
BCAM11,2023-W47,2023,W47,Coyote,1,7,0.14285714285714285
BCAM11,2023-W47,2023,W47,Domestic Cattle,0,7,0
BCAM11,2023-W47,2023,W47,Domestic Dog,0,7,0
BCAM11,2023-W47,2023,W47,Human,0,7,0
BCAM11,2023-W47,2023,W47,Human-Camera Trapper,0,7,0
BCAM11,2023-W47,2023,W47,Mule Deer,1,7,0.14285714285714285
BCAM11,2023-W47,2023,W47,North American River Otter,0,7,0
BCAM11,2023-W47,2023,W47,Northern Elephant Seal,0,7,0
BCAM11,2023-W47,2023,W47,Northern Raccoon,0,7,0
BCAM11,2023-W47,2023,W47,Striped Skunk,0,7,0
BCAM11,2023-W47,2023,W47,Brush Rabbit,0,7,0
BCAM11,2023-W47,2023,W47,Californian Sea Lion,0,7,0
BCAM11,2023-W47,2023,W47,Elk,0,7,0
BCAM11,2023-W47,2023,W47,Black-tailed Jackrabbit,0,7,0
BCAM11,2023-W47,2023,W47,Human-Pedestrian,0,7,0
BCAM11,2023-W49,2023,W49,American Badger,0,7,0
BCAM11,2023-W49,2023,W49,Bobcat,1,7,0.14285714285714285
BCAM11,2023-W49,2023,W49,Coyote,1,7,0.14285714285714285
BCAM11,2023-W49,2023,W49,Domestic Cattle,0,7,0
BCAM11,2023-W49,2023,W49,Domestic Dog,0,7,0
BCAM11,2023-W49,2023,W49,Human,1,7,0.14285714285714285
BCAM11,2023-W49,2023,W49,Human-Camera Trapper,0,7,0
BCAM11,2023-W49,2023,W49,Mule Deer,0,7,0
BCAM11,2023-W49,2023,W49,North American River Otter,0,7,0
BCAM11,2023-W49,2023,W49,Northern Elephant Seal,0,7,0
BCAM11,2023-W49,2023,W49,Northern Raccoon,0,7,0
BCAM11,2023-W49,2023,W49,Striped Skunk,0,7,0
BCAM11,2023-W49,2023,W49,Brush Rabbit,0,7,0
BCAM11,2023-W49,2023,W49,Californian Sea Lion,0,7,0
BCAM11,2023-W49,2023,W49,Elk,0,7,0
BCAM11,2023-W49,2023,W49,Black-tailed Jackrabbit,0,7,0
BCAM11,2023-W49,2023,W49,Human-Pedestrian,0,7,0
BCAM11,2024-W02,2024,W02,American Badger,0,7,0
BCAM11,2024-W02,2024,W02,Bobcat,2,7,0.2857142857142857
BCAM11,2024-W02,2024,W02,Coyote,5,7,0.7142857142857143
BCAM11,2024-W02,2024,W02,Domestic Cattle,0,7,0
BCAM11,2024-W02,2024,W02,Domestic Dog,0,7,0
BCAM11,2024-W02,2024,W02,Human,1,7,0.14285714285714285
BCAM11,2024-W02,2024,W02,Human-Camera Trapper,1,7,0.14285714285714285
BCAM11,2024-W02,2024,W02,Mule Deer,0,7,0
BCAM11,2024-W02,2024,W02,North American River Otter,0,7,0
BCAM11,2024-W02,2024,W02,Northern Elephant Seal,0,7,0
BCAM11,2024-W02,2024,W02,Northern Raccoon,0,7,0
BCAM11,2024-W02,2024,W02,Striped Skunk,0,7,0
BCAM11,2024-W02,2024,W02,Brush Rabbit,0,7,0
BCAM11,2024-W02,2024,W02,Californian Sea Lion,0,7,0
BCAM11,2024-W02,2024,W02,Elk,0,7,0
BCAM11,2024-W02,2024,W02,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W02,2024,W02,Human-Pedestrian,0,7,0
BCAM11,2024-W11,2024,W11,American Badger,0,7,0
BCAM11,2024-W11,2024,W11,Bobcat,1,7,0.14285714285714285
BCAM11,2024-W11,2024,W11,Coyote,13,7,1.8571428571428572
BCAM11,2024-W11,2024,W11,Domestic Cattle,0,7,0
BCAM11,2024-W11,2024,W11,Domestic Dog,0,7,0
BCAM11,2024-W11,2024,W11,Human,0,7,0
BCAM11,2024-W11,2024,W11,Human-Camera Trapper,0,7,0
BCAM11,2024-W11,2024,W11,Mule Deer,0,7,0
BCAM11,2024-W11,2024,W11,North American River Otter,0,7,0
BCAM11,2024-W11,2024,W11,Northern Elephant Seal,0,7,0
BCAM11,2024-W11,2024,W11,Northern Raccoon,0,7,0
BCAM11,2024-W11,2024,W11,Striped Skunk,0,7,0
BCAM11,2024-W11,2024,W11,Brush Rabbit,0,7,0
BCAM11,2024-W11,2024,W11,Californian Sea Lion,0,7,0
BCAM11,2024-W11,2024,W11,Elk,0,7,0
BCAM11,2024-W11,2024,W11,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W11,2024,W11,Human-Pedestrian,0,7,0
BCAM11,2024-W19,2024,W19,American Badger,0,7,0
BCAM11,2024-W19,2024,W19,Bobcat,2,7,0.2857142857142857
BCAM11,2024-W19,2024,W19,Coyote,4,7,0.5714285714285714
BCAM11,2024-W19,2024,W19,Domestic Cattle,0,7,0
BCAM11,2024-W19,2024,W19,Domestic Dog,0,7,0
BCAM11,2024-W19,2024,W19,Human,0,7,0
BCAM11,2024-W19,2024,W19,Human-Camera Trapper,0,7,0
BCAM11,2024-W19,2024,W19,Mule Deer,3,7,0.42857142857142855
BCAM11,2024-W19,2024,W19,North American River Otter,0,7,0
BCAM11,2024-W19,2024,W19,Northern Elephant Seal,0,7,0
BCAM11,2024-W19,2024,W19,Northern Raccoon,0,7,0
BCAM11,2024-W19,2024,W19,Striped Skunk,0,7,0
BCAM11,2024-W19,2024,W19,Brush Rabbit,0,7,0
BCAM11,2024-W19,2024,W19,Californian Sea Lion,0,7,0
BCAM11,2024-W19,2024,W19,Elk,0,7,0
BCAM11,2024-W19,2024,W19,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W19,2024,W19,Human-Pedestrian,0,7,0
BCAM11,2024-W21,2024,W21,American Badger,0,7,0
BCAM11,2024-W21,2024,W21,Bobcat,2,7,0.2857142857142857
BCAM11,2024-W21,2024,W21,Coyote,2,7,0.2857142857142857
BCAM11,2024-W21,2024,W21,Domestic Cattle,0,7,0
BCAM11,2024-W21,2024,W21,Domestic Dog,0,7,0
BCAM11,2024-W21,2024,W21,Human,0,7,0
BCAM11,2024-W21,2024,W21,Human-Camera Trapper,0,7,0
BCAM11,2024-W21,2024,W21,Mule Deer,2,7,0.2857142857142857
BCAM11,2024-W21,2024,W21,North American River Otter,0,7,0
BCAM11,2024-W21,2024,W21,Northern Elephant Seal,0,7,0
BCAM11,2024-W21,2024,W21,Northern Raccoon,0,7,0
BCAM11,2024-W21,2024,W21,Striped Skunk,0,7,0
BCAM11,2024-W21,2024,W21,Brush Rabbit,0,7,0
BCAM11,2024-W21,2024,W21,Californian Sea Lion,0,7,0
BCAM11,2024-W21,2024,W21,Elk,0,7,0
BCAM11,2024-W21,2024,W21,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W21,2024,W21,Human-Pedestrian,0,7,0
BCAM11,2024-W23,2024,W23,American Badger,0,7,0
BCAM11,2024-W23,2024,W23,Bobcat,1,7,0.14285714285714285
BCAM11,2024-W23,2024,W23,Coyote,1,7,0.14285714285714285
BCAM11,2024-W23,2024,W23,Domestic Cattle,0,7,0
BCAM11,2024-W23,2024,W23,Domestic Dog,0,7,0
BCAM11,2024-W23,2024,W23,Human,0,7,0
BCAM11,2024-W23,2024,W23,Human-Camera Trapper,0,7,0
BCAM11,2024-W23,2024,W23,Mule Deer,0,7,0
BCAM11,2024-W23,2024,W23,North American River Otter,0,7,0
BCAM11,2024-W23,2024,W23,Northern Elephant Seal,0,7,0
BCAM11,2024-W23,2024,W23,Northern Raccoon,0,7,0
BCAM11,2024-W23,2024,W23,Striped Skunk,0,7,0
BCAM11,2024-W23,2024,W23,Brush Rabbit,0,7,0
BCAM11,2024-W23,2024,W23,Californian Sea Lion,0,7,0
BCAM11,2024-W23,2024,W23,Elk,0,7,0
BCAM11,2024-W23,2024,W23,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W23,2024,W23,Human-Pedestrian,0,7,0
BCAM11,2024-W26,2024,W26,American Badger,0,8,0
BCAM11,2024-W26,2024,W26,Bobcat,2,8,0.25
BCAM11,2024-W26,2024,W26,Coyote,1,8,0.125
BCAM11,2024-W26,2024,W26,Domestic Cattle,0,8,0
BCAM11,2024-W26,2024,W26,Domestic Dog,0,8,0
BCAM11,2024-W26,2024,W26,Human,0,8,0
BCAM11,2024-W26,2024,W26,Human-Camera Trapper,2,8,0.25
BCAM11,2024-W26,2024,W26,Mule Deer,2,8,0.25
BCAM11,2024-W26,2024,W26,North American River Otter,0,8,0
BCAM11,2024-W26,2024,W26,Northern Elephant Seal,0,8,0
BCAM11,2024-W26,2024,W26,Northern Raccoon,0,8,0
BCAM11,2024-W26,2024,W26,Striped Skunk,0,8,0
BCAM11,2024-W26,2024,W26,Brush Rabbit,0,8,0
BCAM11,2024-W26,2024,W26,Californian Sea Lion,0,8,0
BCAM11,2024-W26,2024,W26,Elk,0,8,0
BCAM11,2024-W26,2024,W26,Black-tailed Jackrabbit,0,8,0
BCAM11,2024-W26,2024,W26,Human-Pedestrian,0,8,0
BCAM11,2024-W32,2024,W32,American Badger,0,7,0
BCAM11,2024-W32,2024,W32,Bobcat,3,7,0.42857142857142855
BCAM11,2024-W32,2024,W32,Coyote,0,7,0
BCAM11,2024-W32,2024,W32,Domestic Cattle,0,7,0
BCAM11,2024-W32,2024,W32,Domestic Dog,0,7,0
BCAM11,2024-W32,2024,W32,Human,0,7,0
BCAM11,2024-W32,2024,W32,Human-Camera Trapper,0,7,0
BCAM11,2024-W32,2024,W32,Mule Deer,0,7,0
BCAM11,2024-W32,2024,W32,North American River Otter,0,7,0
BCAM11,2024-W32,2024,W32,Northern Elephant Seal,0,7,0
BCAM11,2024-W32,2024,W32,Northern Raccoon,1,7,0.14285714285714285
BCAM11,2024-W32,2024,W32,Striped Skunk,0,7,0
BCAM11,2024-W32,2024,W32,Brush Rabbit,0,7,0
BCAM11,2024-W32,2024,W32,Californian Sea Lion,0,7,0
BCAM11,2024-W32,2024,W32,Elk,0,7,0
BCAM11,2024-W32,2024,W32,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W32,2024,W32,Human-Pedestrian,0,7,0
BCAM11,2024-W34,2024,W34,American Badger,0,7,0
BCAM11,2024-W34,2024,W34,Bobcat,4,7,0.5714285714285714
BCAM11,2024-W34,2024,W34,Coyote,0,7,0
BCAM11,2024-W34,2024,W34,Domestic Cattle,0,7,0
BCAM11,2024-W34,2024,W34,Domestic Dog,0,7,0
BCAM11,2024-W34,2024,W34,Human,0,7,0
BCAM11,2024-W34,2024,W34,Human-Camera Trapper,0,7,0
BCAM11,2024-W34,2024,W34,Mule Deer,2,7,0.2857142857142857
BCAM11,2024-W34,2024,W34,North American River Otter,0,7,0
BCAM11,2024-W34,2024,W34,Northern Elephant Seal,0,7,0
BCAM11,2024-W34,2024,W34,Northern Raccoon,0,7,0
BCAM11,2024-W34,2024,W34,Striped Skunk,0,7,0
BCAM11,2024-W34,2024,W34,Brush Rabbit,0,7,0
BCAM11,2024-W34,2024,W34,Californian Sea Lion,0,7,0
BCAM11,2024-W34,2024,W34,Elk,0,7,0
BCAM11,2024-W34,2024,W34,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W34,2024,W34,Human-Pedestrian,0,7,0
BCAM11,2024-W35,2024,W35,American Badger,0,7,0
BCAM11,2024-W35,2024,W35,Bobcat,1,7,0.14285714285714285
BCAM11,2024-W35,2024,W35,Coyote,0,7,0
BCAM11,2024-W35,2024,W35,Domestic Cattle,0,7,0
BCAM11,2024-W35,2024,W35,Domestic Dog,0,7,0
BCAM11,2024-W35,2024,W35,Human,0,7,0
BCAM11,2024-W35,2024,W35,Human-Camera Trapper,0,7,0
BCAM11,2024-W35,2024,W35,Mule Deer,4,7,0.5714285714285714
BCAM11,2024-W35,2024,W35,North American River Otter,0,7,0
BCAM11,2024-W35,2024,W35,Northern Elephant Seal,0,7,0
BCAM11,2024-W35,2024,W35,Northern Raccoon,0,7,0
BCAM11,2024-W35,2024,W35,Striped Skunk,0,7,0
BCAM11,2024-W35,2024,W35,Brush Rabbit,0,7,0
BCAM11,2024-W35,2024,W35,Californian Sea Lion,0,7,0
BCAM11,2024-W35,2024,W35,Elk,0,7,0
BCAM11,2024-W35,2024,W35,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W35,2024,W35,Human-Pedestrian,0,7,0
BCAM11,2024-W43,2024,W43,American Badger,0,7,0
BCAM11,2024-W43,2024,W43,Bobcat,1,7,0.14285714285714285
BCAM11,2024-W43,2024,W43,Coyote,1,7,0.14285714285714285
BCAM11,2024-W43,2024,W43,Domestic Cattle,0,7,0
BCAM11,2024-W43,2024,W43,Domestic Dog,0,7,0
BCAM11,2024-W43,2024,W43,Human,0,7,0
BCAM11,2024-W43,2024,W43,Human-Camera Trapper,0,7,0
BCAM11,2024-W43,2024,W43,Mule Deer,12,7,1.7142857142857142
BCAM11,2024-W43,2024,W43,North American River Otter,0,7,0
BCAM11,2024-W43,2024,W43,Northern Elephant Seal,0,7,0
BCAM11,2024-W43,2024,W43,Northern Raccoon,1,7,0.14285714285714285
BCAM11,2024-W43,2024,W43,Striped Skunk,0,7,0
BCAM11,2024-W43,2024,W43,Brush Rabbit,0,7,0
BCAM11,2024-W43,2024,W43,Californian Sea Lion,0,7,0
BCAM11,2024-W43,2024,W43,Elk,0,7,0
BCAM11,2024-W43,2024,W43,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W43,2024,W43,Human-Pedestrian,0,7,0
BCAM11,2024-W44,2024,W44,American Badger,0,7,0
BCAM11,2024-W44,2024,W44,Bobcat,1,7,0.14285714285714285
BCAM11,2024-W44,2024,W44,Coyote,0,7,0
BCAM11,2024-W44,2024,W44,Domestic Cattle,0,7,0
BCAM11,2024-W44,2024,W44,Domestic Dog,0,7,0
BCAM11,2024-W44,2024,W44,Human,0,7,0
BCAM11,2024-W44,2024,W44,Human-Camera Trapper,0,7,0
BCAM11,2024-W44,2024,W44,Mule Deer,1,7,0.14285714285714285
BCAM11,2024-W44,2024,W44,North American River Otter,0,7,0
BCAM11,2024-W44,2024,W44,Northern Elephant Seal,0,7,0
BCAM11,2024-W44,2024,W44,Northern Raccoon,4,7,0.5714285714285714
BCAM11,2024-W44,2024,W44,Striped Skunk,1,7,0.14285714285714285
BCAM11,2024-W44,2024,W44,Brush Rabbit,0,7,0
BCAM11,2024-W44,2024,W44,Californian Sea Lion,0,7,0
BCAM11,2024-W44,2024,W44,Elk,0,7,0
BCAM11,2024-W44,2024,W44,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W44,2024,W44,Human-Pedestrian,0,7,0
BCAM11,2024-W46,2024,W46,American Badger,0,7,0
BCAM11,2024-W46,2024,W46,Bobcat,1,7,0.14285714285714285
BCAM11,2024-W46,2024,W46,Coyote,4,7,0.5714285714285714
BCAM11,2024-W46,2024,W46,Domestic Cattle,0,7,0
BCAM11,2024-W46,2024,W46,Domestic Dog,0,7,0
BCAM11,2024-W46,2024,W46,Human,0,7,0
BCAM11,2024-W46,2024,W46,Human-Camera Trapper,0,7,0
BCAM11,2024-W46,2024,W46,Mule Deer,3,7,0.42857142857142855
BCAM11,2024-W46,2024,W46,North American River Otter,0,7,0
BCAM11,2024-W46,2024,W46,Northern Elephant Seal,0,7,0
BCAM11,2024-W46,2024,W46,Northern Raccoon,0,7,0
BCAM11,2024-W46,2024,W46,Striped Skunk,0,7,0
BCAM11,2024-W46,2024,W46,Brush Rabbit,0,7,0
BCAM11,2024-W46,2024,W46,Californian Sea Lion,0,7,0
BCAM11,2024-W46,2024,W46,Elk,0,7,0
BCAM11,2024-W46,2024,W46,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W46,2024,W46,Human-Pedestrian,0,7,0
BCAM11,2023-W36,2023,W36,American Badger,0,6,0
BCAM11,2023-W36,2023,W36,Bobcat,0,6,0
BCAM11,2023-W36,2023,W36,Coyote,1,6,0.16666666666666666
BCAM11,2023-W36,2023,W36,Domestic Cattle,0,6,0
BCAM11,2023-W36,2023,W36,Domestic Dog,0,6,0
BCAM11,2023-W36,2023,W36,Human,0,6,0
BCAM11,2023-W36,2023,W36,Human-Camera Trapper,1,6,0.16666666666666666
BCAM11,2023-W36,2023,W36,Mule Deer,1,6,0.16666666666666666
BCAM11,2023-W36,2023,W36,North American River Otter,0,6,0
BCAM11,2023-W36,2023,W36,Northern Elephant Seal,0,6,0
BCAM11,2023-W36,2023,W36,Northern Raccoon,0,6,0
BCAM11,2023-W36,2023,W36,Striped Skunk,0,6,0
BCAM11,2023-W36,2023,W36,Brush Rabbit,0,6,0
BCAM11,2023-W36,2023,W36,Californian Sea Lion,0,6,0
BCAM11,2023-W36,2023,W36,Elk,0,6,0
BCAM11,2023-W36,2023,W36,Black-tailed Jackrabbit,0,6,0
BCAM11,2023-W36,2023,W36,Human-Pedestrian,0,6,0
BCAM11,2023-W39,2023,W39,American Badger,0,7,0
BCAM11,2023-W39,2023,W39,Bobcat,0,7,0
BCAM11,2023-W39,2023,W39,Coyote,1,7,0.14285714285714285
BCAM11,2023-W39,2023,W39,Domestic Cattle,0,7,0
BCAM11,2023-W39,2023,W39,Domestic Dog,0,7,0
BCAM11,2023-W39,2023,W39,Human,0,7,0
BCAM11,2023-W39,2023,W39,Human-Camera Trapper,1,7,0.14285714285714285
BCAM11,2023-W39,2023,W39,Mule Deer,9,7,1.2857142857142858
BCAM11,2023-W39,2023,W39,North American River Otter,0,7,0
BCAM11,2023-W39,2023,W39,Northern Elephant Seal,0,7,0
BCAM11,2023-W39,2023,W39,Northern Raccoon,0,7,0
BCAM11,2023-W39,2023,W39,Striped Skunk,0,7,0
BCAM11,2023-W39,2023,W39,Brush Rabbit,0,7,0
BCAM11,2023-W39,2023,W39,Californian Sea Lion,0,7,0
BCAM11,2023-W39,2023,W39,Elk,0,7,0
BCAM11,2023-W39,2023,W39,Black-tailed Jackrabbit,0,7,0
BCAM11,2023-W39,2023,W39,Human-Pedestrian,0,7,0
BCAM11,2023-W40,2023,W40,American Badger,0,7,0
BCAM11,2023-W40,2023,W40,Bobcat,0,7,0
BCAM11,2023-W40,2023,W40,Coyote,5,7,0.7142857142857143
BCAM11,2023-W40,2023,W40,Domestic Cattle,0,7,0
BCAM11,2023-W40,2023,W40,Domestic Dog,0,7,0
BCAM11,2023-W40,2023,W40,Human,0,7,0
BCAM11,2023-W40,2023,W40,Human-Camera Trapper,0,7,0
BCAM11,2023-W40,2023,W40,Mule Deer,5,7,0.7142857142857143
BCAM11,2023-W40,2023,W40,North American River Otter,0,7,0
BCAM11,2023-W40,2023,W40,Northern Elephant Seal,0,7,0
BCAM11,2023-W40,2023,W40,Northern Raccoon,0,7,0
BCAM11,2023-W40,2023,W40,Striped Skunk,0,7,0
BCAM11,2023-W40,2023,W40,Brush Rabbit,0,7,0
BCAM11,2023-W40,2023,W40,Californian Sea Lion,0,7,0
BCAM11,2023-W40,2023,W40,Elk,0,7,0
BCAM11,2023-W40,2023,W40,Black-tailed Jackrabbit,0,7,0
BCAM11,2023-W40,2023,W40,Human-Pedestrian,0,7,0
BCAM11,2023-W43,2023,W43,American Badger,0,6,0
BCAM11,2023-W43,2023,W43,Bobcat,0,6,0
BCAM11,2023-W43,2023,W43,Coyote,1,6,0.16666666666666666
BCAM11,2023-W43,2023,W43,Domestic Cattle,0,6,0
BCAM11,2023-W43,2023,W43,Domestic Dog,0,6,0
BCAM11,2023-W43,2023,W43,Human,3,6,0.5
BCAM11,2023-W43,2023,W43,Human-Camera Trapper,1,6,0.16666666666666666
BCAM11,2023-W43,2023,W43,Mule Deer,3,6,0.5
BCAM11,2023-W43,2023,W43,North American River Otter,0,6,0
BCAM11,2023-W43,2023,W43,Northern Elephant Seal,0,6,0
BCAM11,2023-W43,2023,W43,Northern Raccoon,0,6,0
BCAM11,2023-W43,2023,W43,Striped Skunk,0,6,0
BCAM11,2023-W43,2023,W43,Brush Rabbit,0,6,0
BCAM11,2023-W43,2023,W43,Californian Sea Lion,0,6,0
BCAM11,2023-W43,2023,W43,Elk,0,6,0
BCAM11,2023-W43,2023,W43,Black-tailed Jackrabbit,0,6,0
BCAM11,2023-W43,2023,W43,Human-Pedestrian,0,6,0
BCAM11,2023-W48,2023,W48,American Badger,0,7,0
BCAM11,2023-W48,2023,W48,Bobcat,0,7,0
BCAM11,2023-W48,2023,W48,Coyote,1,7,0.14285714285714285
BCAM11,2023-W48,2023,W48,Domestic Cattle,0,7,0
BCAM11,2023-W48,2023,W48,Domestic Dog,0,7,0
BCAM11,2023-W48,2023,W48,Human,0,7,0
BCAM11,2023-W48,2023,W48,Human-Camera Trapper,0,7,0
BCAM11,2023-W48,2023,W48,Mule Deer,2,7,0.2857142857142857
BCAM11,2023-W48,2023,W48,North American River Otter,0,7,0
BCAM11,2023-W48,2023,W48,Northern Elephant Seal,0,7,0
BCAM11,2023-W48,2023,W48,Northern Raccoon,0,7,0
BCAM11,2023-W48,2023,W48,Striped Skunk,0,7,0
BCAM11,2023-W48,2023,W48,Brush Rabbit,0,7,0
BCAM11,2023-W48,2023,W48,Californian Sea Lion,0,7,0
BCAM11,2023-W48,2023,W48,Elk,0,7,0
BCAM11,2023-W48,2023,W48,Black-tailed Jackrabbit,0,7,0
BCAM11,2023-W48,2023,W48,Human-Pedestrian,0,7,0
BCAM11,2023-W52,2023,W52,American Badger,0,7,0
BCAM11,2023-W52,2023,W52,Bobcat,0,7,0
BCAM11,2023-W52,2023,W52,Coyote,1,7,0.14285714285714285
BCAM11,2023-W52,2023,W52,Domestic Cattle,0,7,0
BCAM11,2023-W52,2023,W52,Domestic Dog,0,7,0
BCAM11,2023-W52,2023,W52,Human,0,7,0
BCAM11,2023-W52,2023,W52,Human-Camera Trapper,0,7,0
BCAM11,2023-W52,2023,W52,Mule Deer,0,7,0
BCAM11,2023-W52,2023,W52,North American River Otter,0,7,0
BCAM11,2023-W52,2023,W52,Northern Elephant Seal,0,7,0
BCAM11,2023-W52,2023,W52,Northern Raccoon,0,7,0
BCAM11,2023-W52,2023,W52,Striped Skunk,0,7,0
BCAM11,2023-W52,2023,W52,Brush Rabbit,0,7,0
BCAM11,2023-W52,2023,W52,Californian Sea Lion,0,7,0
BCAM11,2023-W52,2023,W52,Elk,0,7,0
BCAM11,2023-W52,2023,W52,Black-tailed Jackrabbit,0,7,0
BCAM11,2023-W52,2023,W52,Human-Pedestrian,0,7,0
BCAM11,2024-W01,2024,W01,American Badger,0,7,0
BCAM11,2024-W01,2024,W01,Bobcat,0,7,0
BCAM11,2024-W01,2024,W01,Coyote,1,7,0.14285714285714285
BCAM11,2024-W01,2024,W01,Domestic Cattle,0,7,0
BCAM11,2024-W01,2024,W01,Domestic Dog,0,7,0
BCAM11,2024-W01,2024,W01,Human,0,7,0
BCAM11,2024-W01,2024,W01,Human-Camera Trapper,0,7,0
BCAM11,2024-W01,2024,W01,Mule Deer,0,7,0
BCAM11,2024-W01,2024,W01,North American River Otter,0,7,0
BCAM11,2024-W01,2024,W01,Northern Elephant Seal,0,7,0
BCAM11,2024-W01,2024,W01,Northern Raccoon,0,7,0
BCAM11,2024-W01,2024,W01,Striped Skunk,2,7,0.2857142857142857
BCAM11,2024-W01,2024,W01,Brush Rabbit,0,7,0
BCAM11,2024-W01,2024,W01,Californian Sea Lion,0,7,0
BCAM11,2024-W01,2024,W01,Elk,0,7,0
BCAM11,2024-W01,2024,W01,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W01,2024,W01,Human-Pedestrian,0,7,0
BCAM11,2024-W03,2024,W03,American Badger,0,7,0
BCAM11,2024-W03,2024,W03,Bobcat,0,7,0
BCAM11,2024-W03,2024,W03,Coyote,23,7,3.2857142857142856
BCAM11,2024-W03,2024,W03,Domestic Cattle,0,7,0
BCAM11,2024-W03,2024,W03,Domestic Dog,0,7,0
BCAM11,2024-W03,2024,W03,Human,0,7,0
BCAM11,2024-W03,2024,W03,Human-Camera Trapper,0,7,0
BCAM11,2024-W03,2024,W03,Mule Deer,0,7,0
BCAM11,2024-W03,2024,W03,North American River Otter,0,7,0
BCAM11,2024-W03,2024,W03,Northern Elephant Seal,0,7,0
BCAM11,2024-W03,2024,W03,Northern Raccoon,0,7,0
BCAM11,2024-W03,2024,W03,Striped Skunk,0,7,0
BCAM11,2024-W03,2024,W03,Brush Rabbit,0,7,0
BCAM11,2024-W03,2024,W03,Californian Sea Lion,0,7,0
BCAM11,2024-W03,2024,W03,Elk,0,7,0
BCAM11,2024-W03,2024,W03,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W03,2024,W03,Human-Pedestrian,0,7,0
BCAM11,2024-W04,2024,W04,American Badger,0,8,0
BCAM11,2024-W04,2024,W04,Bobcat,0,8,0
BCAM11,2024-W04,2024,W04,Coyote,14,8,1.75
BCAM11,2024-W04,2024,W04,Domestic Cattle,0,8,0
BCAM11,2024-W04,2024,W04,Domestic Dog,0,8,0
BCAM11,2024-W04,2024,W04,Human,0,8,0
BCAM11,2024-W04,2024,W04,Human-Camera Trapper,2,8,0.25
BCAM11,2024-W04,2024,W04,Mule Deer,0,8,0
BCAM11,2024-W04,2024,W04,North American River Otter,0,8,0
BCAM11,2024-W04,2024,W04,Northern Elephant Seal,0,8,0
BCAM11,2024-W04,2024,W04,Northern Raccoon,0,8,0
BCAM11,2024-W04,2024,W04,Striped Skunk,0,8,0
BCAM11,2024-W04,2024,W04,Brush Rabbit,0,8,0
BCAM11,2024-W04,2024,W04,Californian Sea Lion,0,8,0
BCAM11,2024-W04,2024,W04,Elk,0,8,0
BCAM11,2024-W04,2024,W04,Black-tailed Jackrabbit,0,8,0
BCAM11,2024-W04,2024,W04,Human-Pedestrian,0,8,0
BCAM11,2024-W05,2024,W05,American Badger,0,7,0
BCAM11,2024-W05,2024,W05,Bobcat,0,7,0
BCAM11,2024-W05,2024,W05,Coyote,1,7,0.14285714285714285
BCAM11,2024-W05,2024,W05,Domestic Cattle,0,7,0
BCAM11,2024-W05,2024,W05,Domestic Dog,0,7,0
BCAM11,2024-W05,2024,W05,Human,0,7,0
BCAM11,2024-W05,2024,W05,Human-Camera Trapper,0,7,0
BCAM11,2024-W05,2024,W05,Mule Deer,0,7,0
BCAM11,2024-W05,2024,W05,North American River Otter,0,7,0
BCAM11,2024-W05,2024,W05,Northern Elephant Seal,2,7,0.2857142857142857
BCAM11,2024-W05,2024,W05,Northern Raccoon,0,7,0
BCAM11,2024-W05,2024,W05,Striped Skunk,0,7,0
BCAM11,2024-W05,2024,W05,Brush Rabbit,0,7,0
BCAM11,2024-W05,2024,W05,Californian Sea Lion,0,7,0
BCAM11,2024-W05,2024,W05,Elk,0,7,0
BCAM11,2024-W05,2024,W05,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-W05,2024,W05,Human-Pedestrian,0,7,0
BCAM11,2024-W08,2024,W08,American Badger,0,7,0
BCAM11,2024-W08,2024,W08,Bobcat,0,7,0
BCAM11,2024-W08,2024,W08,Coyote,3,7,0.42857142857142855
BCAM11,2024-W08,2024,W08,Domestic Cattle,0,7,0
BCAM11,2024-W08,2024,W08,Domestic Dog,0,7,0
BCAM11,2024-W08,2024,W08,Human,0,7,0
BCAM11,2024-W08,2024,W08,Human-Camera Trapper,0,7,0
BCAM11,2024-W08,2024,W08,Mule Deer,0,7,0
