placename,year_month,year,month,common_name,n_detections,sampling_days,detection_rate
BCAM11,2023-09,2023,09,Domestic Cattle,0,26,0
BCAM11,2023-09,2023,09,Domestic Dog,0,26,0
BCAM11,2023-09,2023,09,Human,1,26,0.038461538461538464
BCAM11,2023-09,2023,09,Human-Camera Trapper,3,26,0.11538461538461539
BCAM11,2023-09,2023,09,Mule Deer,18,26,0.6923076923076923
BCAM11,2023-09,2023,09,North American River Otter,0,26,0
BCAM11,2023-09,2023,09,Northern Elephant Seal,0,26,0
BCAM11,2023-09,2023,09,Northern Raccoon,1,26,0.038461538461538464
BCAM11,2023-09,2023,09,Striped Skunk,0,26,0
BCAM11,2023-09,2023,09,Brush Rabbit,0,26,0
BCAM11,2023-09,2023,09,Californian Sea Lion,0,26,0
BCAM11,2023-09,2023,09,Elk,0,26,0
BCAM11,2023-09,2023,09,Black-tailed Jackrabbit,0,26,0
BCAM11,2023-09,2023,09,Human-Pedestrian,0,26,0
BCAM11,2023-10,2023,10,American Badger,0,27,0
BCAM11,2023-10,2023,10,Bobcat,3,27,0.1111111111111111
BCAM11,2023-10,2023,10,Coyote,11,27,0.4074074074074074
BCAM11,2023-10,2023,10,Domestic Cattle,0,27,0
BCAM11,2023-10,2023,10,Domestic Dog,0,27,0
BCAM11,2023-10,2023,10,Human,4,27,0.14814814814814814
BCAM11,2023-10,2023,10,Human-Camera Trapper,1,27,0.037037037037037035
BCAM11,2023-10,2023,10,Mule Deer,14,27,0.5185185185185185
BCAM11,2023-10,2023,10,North American River Otter,0,27,0
BCAM11,2023-10,2023,10,Northern Elephant Seal,0,27,0
BCAM11,2023-10,2023,10,Northern Raccoon,0,27,0
BCAM11,2023-10,2023,10,Striped Skunk,0,27,0
BCAM11,2023-10,2023,10,Brush Rabbit,0,27,0
BCAM11,2023-10,2023,10,Californian Sea Lion,0,27,0
BCAM11,2023-10,2023,10,Elk,0,27,0
BCAM11,2023-10,2023,10,Black-tailed Jackrabbit,0,27,0
BCAM11,2023-10,2023,10,Human-Pedestrian,0,27,0
BCAM11,2024-01,2024,01,American Badger,0,32,0
BCAM11,2024-01,2024,01,Bobcat,2,32,0.0625
BCAM11,2024-01,2024,01,Coyote,44,32,1.375
BCAM11,2024-01,2024,01,Domestic Cattle,0,32,0
BCAM11,2024-01,2024,01,Domestic Dog,0,32,0
BCAM11,2024-01,2024,01,Human,1,32,0.03125
BCAM11,2024-01,2024,01,Human-Camera Trapper,3,32,0.09375
BCAM11,2024-01,2024,01,Mule Deer,0,32,0
BCAM11,2024-01,2024,01,North American River Otter,0,32,0
BCAM11,2024-01,2024,01,Northern Elephant Seal,0,32,0
BCAM11,2024-01,2024,01,Northern Raccoon,0,32,0
BCAM11,2024-01,2024,01,Striped Skunk,2,32,0.0625
BCAM11,2024-01,2024,01,Brush Rabbit,0,32,0
BCAM11,2024-01,2024,01,Californian Sea Lion,0,32,0
BCAM11,2024-01,2024,01,Elk,0,32,0
BCAM11,2024-01,2024,01,Black-tailed Jackrabbit,0,32,0
BCAM11,2024-01,2024,01,Human-Pedestrian,0,32,0
BCAM11,2024-03,2024,03,American Badger,0,32,0
BCAM11,2024-03,2024,03,Bobcat,1,32,0.03125
BCAM11,2024-03,2024,03,Coyote,83,32,2.59375
BCAM11,2024-03,2024,03,Domestic Cattle,0,32,0
BCAM11,2024-03,2024,03,Domestic Dog,0,32,0
BCAM11,2024-03,2024,03,Human,0,32,0
BCAM11,2024-03,2024,03,Human-Camera Trapper,2,32,0.0625
BCAM11,2024-03,2024,03,Mule Deer,2,32,0.0625
BCAM11,2024-03,2024,03,North American River Otter,0,32,0
BCAM11,2024-03,2024,03,Northern Elephant Seal,0,32,0
BCAM11,2024-03,2024,03,Northern Raccoon,0,32,0
BCAM11,2024-03,2024,03,Striped Skunk,0,32,0
BCAM11,2024-03,2024,03,Brush Rabbit,0,32,0
BCAM11,2024-03,2024,03,Californian Sea Lion,0,32,0
BCAM11,2024-03,2024,03,Elk,0,32,0
BCAM11,2024-03,2024,03,Black-tailed Jackrabbit,0,32,0
BCAM11,2024-03,2024,03,Human-Pedestrian,0,32,0
BCAM11,2024-05,2024,05,American Badger,0,32,0
BCAM11,2024-05,2024,05,Bobcat,4,32,0.125
BCAM11,2024-05,2024,05,Coyote,13,32,0.40625
BCAM11,2024-05,2024,05,Domestic Cattle,0,32,0
BCAM11,2024-05,2024,05,Domestic Dog,0,32,0
BCAM11,2024-05,2024,05,Human,0,32,0
BCAM11,2024-05,2024,05,Human-Camera Trapper,2,32,0.0625
BCAM11,2024-05,2024,05,Mule Deer,5,32,0.15625
BCAM11,2024-05,2024,05,North American River Otter,0,32,0
BCAM11,2024-05,2024,05,Northern Elephant Seal,0,32,0
BCAM11,2024-05,2024,05,Northern Raccoon,0,32,0
BCAM11,2024-05,2024,05,Striped Skunk,0,32,0
BCAM11,2024-05,2024,05,Brush Rabbit,0,32,0
BCAM11,2024-05,2024,05,Californian Sea Lion,0,32,0
BCAM11,2024-05,2024,05,Elk,0,32,0
BCAM11,2024-05,2024,05,Black-tailed Jackrabbit,0,32,0
BCAM11,2024-05,2024,05,Human-Pedestrian,0,32,0
BCAM11,2024-06,2024,06,American Badger,0,32,0
BCAM11,2024-06,2024,06,Bobcat,3,32,0.09375
BCAM11,2024-06,2024,06,Coyote,4,32,0.125
BCAM11,2024-06,2024,06,Domestic Cattle,0,32,0
BCAM11,2024-06,2024,06,Domestic Dog,0,32,0
BCAM11,2024-06,2024,06,Human,0,32,0
BCAM11,2024-06,2024,06,Human-Camera Trapper,4,32,0.125
BCAM11,2024-06,2024,06,Mule Deer,5,32,0.15625
BCAM11,2024-06,2024,06,North American River Otter,0,32,0
BCAM11,2024-06,2024,06,Northern Elephant Seal,0,32,0
BCAM11,2024-06,2024,06,Northern Raccoon,0,32,0
BCAM11,2024-06,2024,06,Striped Skunk,0,32,0
BCAM11,2024-06,2024,06,Brush Rabbit,0,32,0
BCAM11,2024-06,2024,06,Californian Sea Lion,0,32,0
BCAM11,2024-06,2024,06,Elk,0,32,0
BCAM11,2024-06,2024,06,Black-tailed Jackrabbit,0,32,0
BCAM11,2024-06,2024,06,Human-Pedestrian,0,32,0
BCAM11,2024-08,2024,08,American Badger,0,32,0
BCAM11,2024-08,2024,08,Bobcat,8,32,0.25
BCAM11,2024-08,2024,08,Coyote,2,32,0.0625
BCAM11,2024-08,2024,08,Domestic Cattle,0,32,0
BCAM11,2024-08,2024,08,Domestic Dog,0,32,0
BCAM11,2024-08,2024,08,Human,2,32,0.0625
BCAM11,2024-08,2024,08,Human-Camera Trapper,2,32,0.0625
BCAM11,2024-08,2024,08,Mule Deer,7,32,0.21875
BCAM11,2024-08,2024,08,North American River Otter,0,32,0
BCAM11,2024-08,2024,08,Northern Elephant Seal,0,32,0
BCAM11,2024-08,2024,08,Northern Raccoon,1,32,0.03125
BCAM11,2024-08,2024,08,Striped Skunk,1,32,0.03125
BCAM11,2024-08,2024,08,Brush Rabbit,0,32,0
BCAM11,2024-08,2024,08,Californian Sea Lion,0,32,0
BCAM11,2024-08,2024,08,Elk,0,32,0
BCAM11,2024-08,2024,08,Black-tailed Jackrabbit,0,32,0
BCAM11,2024-08,2024,08,Human-Pedestrian,0,32,0
BCAM11,2024-10,2024,10,American Badger,0,32,0
BCAM11,2024-10,2024,10,Bobcat,1,32,0.03125
BCAM11,2024-10,2024,10,Coyote,3,32,0.09375
BCAM11,2024-10,2024,10,Domestic Cattle,0,32,0
BCAM11,2024-10,2024,10,Domestic Dog,0,32,0
BCAM11,2024-10,2024,10,Human,0,32,0
BCAM11,2024-10,2024,10,Human-Camera Trapper,2,32,0.0625
BCAM11,2024-10,2024,10,Mule Deer,19,32,0.59375
BCAM11,2024-10,2024,10,North American River Otter,0,32,0
BCAM11,2024-10,2024,10,Northern Elephant Seal,0,32,0
BCAM11,2024-10,2024,10,Northern Raccoon,3,32,0.09375
BCAM11,2024-10,2024,10,Striped Skunk,0,32,0
BCAM11,2024-10,2024,10,Brush Rabbit,0,32,0
BCAM11,2024-10,2024,10,Californian Sea Lion,0,32,0
BCAM11,2024-10,2024,10,Elk,0,32,0
BCAM11,2024-10,2024,10,Black-tailed Jackrabbit,0,32,0
BCAM11,2024-10,2024,10,Human-Pedestrian,0,32,0
BCAM11,2024-11,2024,11,American Badger,0,31,0
BCAM11,2024-11,2024,11,Bobcat,2,31,0.06451612903225806
BCAM11,2024-11,2024,11,Coyote,9,31,0.2903225806451613
BCAM11,2024-11,2024,11,Domestic Cattle,0,31,0
BCAM11,2024-11,2024,11,Domestic Dog,0,31,0
BCAM11,2024-11,2024,11,Human,1,31,0.03225806451612903
BCAM11,2024-11,2024,11,Human-Camera Trapper,2,31,0.06451612903225806
BCAM11,2024-11,2024,11,Mule Deer,8,31,0.25806451612903225
BCAM11,2024-11,2024,11,North American River Otter,0,31,0
BCAM11,2024-11,2024,11,Northern Elephant Seal,0,31,0
BCAM11,2024-11,2024,11,Northern Raccoon,4,31,0.12903225806451613
BCAM11,2024-11,2024,11,Striped Skunk,4,31,0.12903225806451613
BCAM11,2024-11,2024,11,Brush Rabbit,0,31,0
BCAM11,2024-11,2024,11,Californian Sea Lion,0,31,0
BCAM11,2024-11,2024,11,Elk,0,31,0
BCAM11,2024-11,2024,11,Black-tailed Jackrabbit,0,31,0
BCAM11,2024-11,2024,11,Human-Pedestrian,0,31,0
BCAM11,2024-02,2024,02,American Badger,0,30,0
BCAM11,2024-02,2024,02,Bobcat,0,30,0
BCAM11,2024-02,2024,02,Coyote,11,30,0.36666666666666664
BCAM11,2024-02,2024,02,Domestic Cattle,0,30,0
BCAM11,2024-02,2024,02,Domestic Dog,0,30,0
BCAM11,2024-02,2024,02,Human,0,30,0
BCAM11,2024-02,2024,02,Human-Camera Trapper,2,30,0.06666666666666667
BCAM11,2024-02,2024,02,Mule Deer,0,30,0
BCAM11,2024-02,2024,02,North American River Otter,0,30,0
BCAM11,2024-02,2024,02,Northern Elephant Seal,7,30,0.23333333333333334
BCAM11,2024-02,2024,02,Northern Raccoon,0,30,0
BCAM11,2024-02,2024,02,Striped Skunk,0,30,0
BCAM11,2024-02,2024,02,Brush Rabbit,0,30,0
BCAM11,2024-02,2024,02,Californian Sea Lion,0,30,0
BCAM11,2024-02,2024,02,Elk,0,30,0
BCAM11,2024-02,2024,02,Black-tailed Jackrabbit,0,30,0
BCAM11,2024-02,2024,02,Human-Pedestrian,0,30,0
BCAM11,2024-04,2024,04,American Badger,0,31,0
BCAM11,2024-04,2024,04,Bobcat,0,31,0
BCAM11,2024-04,2024,04,Coyote,19,31,0.6129032258064516
BCAM11,2024-04,2024,04,Domestic Cattle,0,31,0
BCAM11,2024-04,2024,04,Domestic Dog,0,31,0
BCAM11,2024-04,2024,04,Human,0,31,0
BCAM11,2024-04,2024,04,Human-Camera Trapper,2,31,0.06451612903225806
BCAM11,2024-04,2024,04,Mule Deer,7,31,0.22580645161290322
BCAM11,2024-04,2024,04,North American River Otter,0,31,0
BCAM11,2024-04,2024,04,Northern Elephant Seal,0,31,0
BCAM11,2024-04,2024,04,Northern Raccoon,0,31,0
BCAM11,2024-04,2024,04,Striped Skunk,0,31,0
BCAM11,2024-04,2024,04,Brush Rabbit,0,31,0
BCAM11,2024-04,2024,04,Californian Sea Lion,0,31,0
BCAM11,2024-04,2024,04,Elk,0,31,0
BCAM11,2024-04,2024,04,Black-tailed Jackrabbit,0,31,0
BCAM11,2024-04,2024,04,Human-Pedestrian,0,31,0
BCAM11,2024-07,2024,07,American Badger,0,31,0
BCAM11,2024-07,2024,07,Bobcat,0,31,0
BCAM11,2024-07,2024,07,Coyote,3,31,0.0967741935483871
BCAM11,2024-07,2024,07,Domestic Cattle,0,31,0
BCAM11,2024-07,2024,07,Domestic Dog,0,31,0
BCAM11,2024-07,2024,07,Human,1,31,0.03225806451612903
BCAM11,2024-07,2024,07,Human-Camera Trapper,0,31,0
BCAM11,2024-07,2024,07,Mule Deer,6,31,0.1935483870967742
BCAM11,2024-07,2024,07,North American River Otter,0,31,0
BCAM11,2024-07,2024,07,Northern Elephant Seal,0,31,0
BCAM11,2024-07,2024,07,Northern Raccoon,0,31,0
BCAM11,2024-07,2024,07,Striped Skunk,0,31,0
BCAM11,2024-07,2024,07,Brush Rabbit,0,31,0
BCAM11,2024-07,2024,07,Californian Sea Lion,0,31,0
BCAM11,2024-07,2024,07,Elk,0,31,0
BCAM11,2024-07,2024,07,Black-tailed Jackrabbit,0,31,0
BCAM11,2024-07,2024,07,Human-Pedestrian,0,31,0
BCAM11,2024-09,2024,09,American Badger,0,31,0
BCAM11,2024-09,2024,09,Bobcat,0,31,0
BCAM11,2024-09,2024,09,Coyote,3,31,0.0967741935483871
BCAM11,2024-09,2024,09,Domestic Cattle,0,31,0
BCAM11,2024-09,2024,09,Domestic Dog,0,31,0
BCAM11,2024-09,2024,09,Human,0,31,0
BCAM11,2024-09,2024,09,Human-Camera Trapper,2,31,0.06451612903225806
BCAM11,2024-09,2024,09,Mule Deer,8,31,0.25806451612903225
BCAM11,2024-09,2024,09,North American River Otter,0,31,0
BCAM11,2024-09,2024,09,Northern Elephant Seal,0,31,0
BCAM11,2024-09,2024,09,Northern Raccoon,1,31,0.03225806451612903
BCAM11,2024-09,2024,09,Striped Skunk,4,31,0.12903225806451613
BCAM11,2024-09,2024,09,Brush Rabbit,0,31,0
BCAM11,2024-09,2024,09,Californian Sea Lion,0,31,0
BCAM11,2024-09,2024,09,Elk,0,31,0
BCAM11,2024-09,2024,09,Black-tailed Jackrabbit,0,31,0
BCAM11,2024-09,2024,09,Human-Pedestrian,0,31,0
BCAM11,2024-12,2024,12,American Badger,0,32,0
BCAM11,2024-12,2024,12,Bobcat,0,32,0
BCAM11,2024-12,2024,12,Coyote,15,32,0.46875
BCAM11,2024-12,2024,12,Domestic Cattle,0,32,0
BCAM11,2024-12,2024,12,Domestic Dog,0,32,0
BCAM11,2024-12,2024,12,Human,1,32,0.03125
BCAM11,2024-12,2024,12,Human-Camera Trapper,3,32,0.09375
BCAM11,2024-12,2024,12,Mule Deer,2,32,0.0625
BCAM11,2024-12,2024,12,North American River Otter,0,32,0
BCAM11,2024-12,2024,12,Northern Elephant Seal,0,32,0
BCAM11,2024-12,2024,12,Northern Raccoon,1,32,0.03125
BCAM11,2024-12,2024,12,Striped Skunk,0,32,0
BCAM11,2024-12,2024,12,Brush Rabbit,0,32,0
BCAM11,2024-12,2024,12,Californian Sea Lion,0,32,0
BCAM11,2024-12,2024,12,Elk,0,32,0
BCAM11,2024-12,2024,12,Black-tailed Jackrabbit,0,32,0
BCAM11,2024-12,2024,12,Human-Pedestrian,0,32,0
BCAM11,2025-01,2025,01,American Badger,0,32,0
BCAM11,2025-01,2025,01,Bobcat,0,32,0
BCAM11,2025-01,2025,01,Coyote,93,32,2.90625
BCAM11,2025-01,2025,01,Domestic Cattle,0,32,0
BCAM11,2025-01,2025,01,Domestic Dog,0,32,0
BCAM11,2025-01,2025,01,Human,0,32,0
BCAM11,2025-01,2025,01,Human-Camera Trapper,2,32,0.0625
BCAM11,2025-01,2025,01,Mule Deer,0,32,0
BCAM11,2025-01,2025,01,North American River Otter,0,32,0
BCAM11,2025-01,2025,01,Northern Elephant Seal,0,32,0
BCAM11,2025-01,2025,01,Northern Raccoon,0,32,0
BCAM11,2025-01,2025,01,Striped Skunk,0,32,0
BCAM11,2025-01,2025,01,Brush Rabbit,0,32,0
BCAM11,2025-01,2025,01,Californian Sea Lion,0,32,0
BCAM11,2025-01,2025,01,Elk,0,32,0
BCAM11,2025-01,2025,01,Black-tailed Jackrabbit,0,32,0
BCAM11,2025-01,2025,01,Human-Pedestrian,0,32,0
BCAM11,2025-02,2025,02,American Badger,0,30,0
BCAM11,2025-02,2025,02,Bobcat,0,30,0
BCAM11,2025-02,2025,02,Coyote,6,30,0.2
BCAM11,2025-02,2025,02,Domestic Cattle,0,30,0
BCAM11,2025-02,2025,02,Domestic Dog,0,30,0
BCAM11,2025-02,2025,02,Human,0,30,0
BCAM11,2025-02,2025,02,Human-Camera Trapper,3,30,0.1
BCAM11,2025-02,2025,02,Mule Deer,0,30,0
BCAM11,2025-02,2025,02,North American River Otter,0,30,0
BCAM11,2025-02,2025,02,Northern Elephant Seal,1,30,0.03333333333333333
BCAM11,2025-02,2025,02,Northern Raccoon,0,30,0
BCAM11,2025-02,2025,02,Striped Skunk,0,30,0
BCAM11,2025-02,2025,02,Brush Rabbit,0,30,0
BCAM11,2025-02,2025,02,Californian Sea Lion,0,30,0
BCAM11,2025-02,2025,02,Elk,0,30,0
BCAM11,2025-02,2025,02,Black-tailed Jackrabbit,0,30,0
BCAM11,2025-02,2025,02,Human-Pedestrian,0,30,0
BCAM12,2024-03,2024,03,American Badger,0,23,0
BCAM12,2024-03,2024,03,Bobcat,1,23,0.043478260869565216
BCAM12,2024-03,2024,03,Coyote,0,23,0
BCAM12,2024-03,2024,03,Domestic Cattle,0,23,0
BCAM12,2024-03,2024,03,Domestic Dog,0,23,0
BCAM12,2024-03,2024,03,Human,0,23,0
BCAM12,2024-03,2024,03,Human-Camera Trapper,1,23,0.043478260869565216
BCAM12,2024-03,2024,03,Mule Deer,0,23,0
BCAM12,2024-03,2024,03,North American River Otter,0,23,0
BCAM12,2024-03,2024,03,Northern Elephant Seal,0,23,0
BCAM12,2024-03,2024,03,Northern Raccoon,0,23,0
BCAM12,2024-03,2024,03,Striped Skunk,0,23,0
BCAM12,2024-03,2024,03,Brush Rabbit,0,23,0
BCAM12,2024-03,2024,03,Californian Sea Lion,0,23,0
BCAM12,2024-03,2024,03,Elk,0,23,0
BCAM12,2024-03,2024,03,Black-tailed Jackrabbit,0,23,0
BCAM12,2024-03,2024,03,Human-Pedestrian,0,23,0
BCAM12,2024-04,2024,04,American Badger,0,31,0
BCAM12,2024-04,2024,04,Bobcat,0,31,0
BCAM12,2024-04,2024,04,Coyote,0,31,0
BCAM12,2024-04,2024,04,Domestic Cattle,0,31,0
BCAM12,2024-04,2024,04,Domestic Dog,0,31,0
BCAM12,2024-04,2024,04,Human,1,31,0.03225806451612903
BCAM12,2024-04,2024,04,Human-Camera Trapper,2,31,0.06451612903225806
BCAM12,2024-04,2024,04,Mule Deer,0,31,0
BCAM12,2024-04,2024,04,North American River Otter,0,31,0
BCAM12,2024-04,2024,04,Northern Elephant Seal,0,31,0
BCAM12,2024-04,2024,04,Northern Raccoon,0,31,0
BCAM12,2024-04,2024,04,Striped Skunk,0,31,0
BCAM12,2024-04,2024,04,Brush Rabbit,0,31,0
BCAM12,2024-04,2024,04,Californian Sea Lion,0,31,0
BCAM12,2024-04,2024,04,Elk,0,31,0
BCAM12,2024-04,2024,04,Black-tailed Jackrabbit,0,31,0
BCAM12,2024-04,2024,04,Human-Pedestrian,0,31,0
BCAM12,2024-01,2024,01,American Badger,0,19,0
BCAM12,2024-01,2024,01,Bobcat,0,19,0
BCAM12,2024-01,2024,01,Coyote,0,19,0
BCAM12,2024-01,2024,01,Domestic Cattle,0,19,0
BCAM12,2024-01,2024,01,Domestic Dog,0,19,0
BCAM12,2024-01,2024,01,Human,0,19,0
BCAM12,2024-01,2024,01,Human-Camera Trapper,2,19,0.10526315789473684
BCAM12,2024-01,2024,01,Mule Deer,0,19,0
BCAM12,2024-01,2024,01,North American River Otter,0,19,0
BCAM12,2024-01,2024,01,Northern Elephant Seal,0,19,0
BCAM12,2024-01,2024,01,Northern Raccoon,0,19,0
BCAM12,2024-01,2024,01,Striped Skunk,0,19,0
BCAM12,2024-01,2024,01,Brush Rabbit,0,19,0
BCAM12,2024-01,2024,01,Californian Sea Lion,0,19,0
BCAM12,2024-01,2024,01,Elk,0,19,0
BCAM12,2024-01,2024,01,Black-tailed Jackrabbit,0,19,0
BCAM12,2024-01,2024,01,Human-Pedestrian,0,19,0
BCAM12,2024-02,2024,02,American Badger,0,10,0
BCAM12,2024-02,2024,02,Bobcat,0,10,0
BCAM12,2024-02,2024,02,Coyote,0,10,0
BCAM12,2024-02,2024,02,Domestic Cattle,0,10,0
BCAM12,2024-02,2024,02,Domestic Dog,0,10,0
BCAM12,2024-02,2024,02,Human,0,10,0
BCAM12,2024-02,2024,02,Human-Camera Trapper,1,10,0.1
BCAM12,2024-02,2024,02,Mule Deer,0,10,0
BCAM12,2024-02,2024,02,North American River Otter,0,10,0
BCAM12,2024-02,2024,02,Northern Elephant Seal,0,10,0
BCAM12,2024-02,2024,02,Northern Raccoon,0,10,0
BCAM12,2024-02,2024,02,Striped Skunk,0,10,0
BCAM12,2024-02,2024,02,Brush Rabbit,0,10,0
BCAM12,2024-02,2024,02,Californian Sea Lion,0,10,0
BCAM12,2024-02,2024,02,Elk,0,10,0
BCAM12,2024-02,2024,02,Black-tailed Jackrabbit,0,10,0
BCAM12,2024-02,2024,02,Human-Pedestrian,0,10,0
BCAM13,2023-09,2023,09,American Badger,0,25,0
BCAM13,2023-09,2023,09,Bobcat,2,25,0.08
BCAM13,2023-09,2023,09,Coyote,7,25,0.28
BCAM13,2023-09,2023,09,Domestic Cattle,0,25,0
BCAM13,2023-09,2023,09,Domestic Dog,0,25,0
BCAM13,2023-09,2023,09,Human,2,25,0.08
BCAM13,2023-09,2023,09,Human-Camera Trapper,3,25,0.12
BCAM13,2023-09,2023,09,Mule Deer,9,25,0.36
BCAM13,2023-09,2023,09,North American River Otter,0,25,0
BCAM13,2023-09,2023,09,Northern Elephant Seal,0,25,0
BCAM13,2023-09,2023,09,Northern Raccoon,9,25,0.36
BCAM13,2023-09,2023,09,Striped Skunk,3,25,0.12
BCAM13,2023-09,2023,09,Brush Rabbit,0,25,0
BCAM13,2023-09,2023,09,Californian Sea Lion,0,25,0
BCAM13,2023-09,2023,09,Elk,0,25,0
BCAM13,2023-09,2023,09,Black-tailed Jackrabbit,0,25,0
BCAM13,2023-09,2023,09,Human-Pedestrian,0,25,0
BCAM13,2023-10,2023,10,American Badger,0,31,0
BCAM13,2023-10,2023,10,Bobcat,10,31,0.3225806451612903
BCAM13,2023-10,2023,10,Coyote,14,31,0.45161290322580644
BCAM13,2023-10,2023,10,Domestic Cattle,0,31,0
BCAM13,2023-10,2023,10,Domestic Dog,0,31,0
BCAM13,2023-10,2023,10,Human,0,31,0
BCAM13,2023-10,2023,10,Human-Camera Trapper,1,31,0.03225806451612903
BCAM13,2023-10,2023,10,Mule Deer,4,31,0.12903225806451613
BCAM13,2023-10,2023,10,North American River Otter,0,31,0
BCAM13,2023-10,2023,10,Northern Elephant Seal,0,31,0
BCAM13,2023-10,2023,10,Northern Raccoon,11,31,0.3548387096774194
BCAM13,2023-10,2023,10,Striped Skunk,17,31,0.5483870967741935
BCAM13,2023-10,2023,10,Brush Rabbit,0,31,0
BCAM13,2023-10,2023,10,Californian Sea Lion,1,31,0.03225806451612903
BCAM13,2023-10,2023,10,Elk,0,31,0
BCAM13,2023-10,2023,10,Black-tailed Jackrabbit,0,31,0
BCAM13,2023-10,2023,10,Human-Pedestrian,0,31,0
BCAM13,2023-11,2023,11,American Badger,0,5,0
BCAM13,2023-11,2023,11,Bobcat,1,5,0.2
BCAM13,2023-11,2023,11,Coyote,0,5,0
BCAM13,2023-11,2023,11,Domestic Cattle,0,5,0
BCAM13,2023-11,2023,11,Domestic Dog,0,5,0
BCAM13,2023-11,2023,11,Human,0,5,0
BCAM13,2023-11,2023,11,Human-Camera Trapper,1,5,0.2
BCAM13,2023-11,2023,11,Mule Deer,0,5,0
BCAM13,2023-11,2023,11,North American River Otter,0,5,0
BCAM13,2023-11,2023,11,Northern Elephant Seal,0,5,0
BCAM13,2023-11,2023,11,Northern Raccoon,3,5,0.6
BCAM13,2023-11,2023,11,Striped Skunk,2,5,0.4
BCAM13,2023-11,2023,11,Brush Rabbit,0,5,0
BCAM13,2023-11,2023,11,Californian Sea Lion,0,5,0
BCAM13,2023-11,2023,11,Elk,0,5,0
BCAM13,2023-11,2023,11,Black-tailed Jackrabbit,0,5,0
BCAM13,2023-11,2023,11,Human-Pedestrian,0,5,0
BCAM13,2024-05,2024,05,American Badger,0,29,0
BCAM13,2024-05,2024,05,Bobcat,2,29,0.06896551724137931
BCAM13,2024-05,2024,05,Coyote,5,29,0.1724137931034483
BCAM13,2024-05,2024,05,Domestic Cattle,5,29,0.1724137931034483
BCAM13,2024-05,2024,05,Domestic Dog,0,29,0
BCAM13,2024-05,2024,05,Human,1,29,0.034482758620689655
BCAM13,2024-05,2024,05,Human-Camera Trapper,1,29,0.034482758620689655
BCAM13,2024-05,2024,05,Mule Deer,2,29,0.06896551724137931
BCAM13,2024-05,2024,05,North American River Otter,0,29,0
BCAM13,2024-05,2024,05,Northern Elephant Seal,0,29,0
BCAM13,2024-05,2024,05,Northern Raccoon,3,29,0.10344827586206896
BCAM13,2024-05,2024,05,Striped Skunk,0,29,0
BCAM13,2024-05,2024,05,Brush Rabbit,0,29,0
BCAM13,2024-05,2024,05,Californian Sea Lion,0,29,0
BCAM13,2024-05,2024,05,Elk,0,29,0
BCAM13,2024-05,2024,05,Black-tailed Jackrabbit,0,29,0
BCAM13,2024-05,2024,05,Human-Pedestrian,0,29,0
BCAM13,2024-11,2024,11,American Badger,0,31,0
BCAM13,2024-11,2024,11,Bobcat,2,31,0.06451612903225806
BCAM13,2024-11,2024,11,Coyote,10,31,0.3225806451612903
BCAM13,2024-11,2024,11,Domestic Cattle,0,31,0
BCAM13,2024-11,2024,11,Domestic Dog,0,31,0
BCAM13,2024-11,2024,11,Human,1,31,0.03225806451612903
BCAM13,2024-11,2024,11,Human-Camera Trapper,2,31,0.06451612903225806
BCAM13,2024-11,2024,11,Mule Deer,2,31,0.06451612903225806
BCAM13,2024-11,2024,11,North American River Otter,0,31,0
BCAM13,2024-11,2024,11,Northern Elephant Seal,1,31,0.03225806451612903
BCAM13,2024-11,2024,11,Northern Raccoon,0,31,0
BCAM13,2024-11,2024,11,Striped Skunk,0,31,0
BCAM13,2024-11,2024,11,Brush Rabbit,0,31,0
BCAM13,2024-11,2024,11,Californian Sea Lion,0,31,0
BCAM13,2024-11,2024,11,Elk,0,31,0
BCAM13,2024-11,2024,11,Black-tailed Jackrabbit,0,31,0
BCAM13,2024-11,2024,11,Human-Pedestrian,0,31,0
BCAM13,2023-12,2023,12,American Badger,0,11,0
BCAM13,2023-12,2023,12,Bobcat,0,11,0
BCAM13,2023-12,2023,12,Coyote,2,11,0.18181818181818182
BCAM13,2023-12,2023,12,Domestic Cattle,0,11,0
BCAM13,2023-12,2023,12,Domestic Dog,0,11,0
BCAM13,2023-12,2023,12,Human,0,11,0
BCAM13,2023-12,2023,12,Human-Camera Trapper,1,11,0.09090909090909091
BCAM13,2023-12,2023,12,Mule Deer,0,11,0
BCAM13,2023-12,2023,12,North American River Otter,0,11,0
BCAM13,2023-12,2023,12,Northern Elephant Seal,9,11,0.8181818181818182
BCAM13,2023-12,2023,12,Northern Raccoon,0,11,0
BCAM13,2023-12,2023,12,Striped Skunk,0,11,0
BCAM13,2023-12,2023,12,Brush Rabbit,0,11,0
BCAM13,2023-12,2023,12,Californian Sea Lion,0,11,0
BCAM13,2023-12,2023,12,Elk,0,11,0
BCAM13,2023-12,2023,12,Black-tailed Jackrabbit,0,11,0
BCAM13,2023-12,2023,12,Human-Pedestrian,0,11,0
BCAM13,2024-01,2024,01,American Badger,0,32,0
BCAM13,2024-01,2024,01,Bobcat,0,32,0
BCAM13,2024-01,2024,01,Coyote,15,32,0.46875
BCAM13,2024-01,2024,01,Domestic Cattle,0,32,0
BCAM13,2024-01,2024,01,Domestic Dog,0,32,0
BCAM13,2024-01,2024,01,Human,3,32,0.09375
BCAM13,2024-01,2024,01,Human-Camera Trapper,2,32,0.0625
BCAM13,2024-01,2024,01,Mule Deer,0,32,0
