placename,year_week,year,week,common_name,n_detections,sampling_days,detection_rate
BCAM11,2024-50,2024,50,Brush Rabbit,0,7,0
BCAM11,2024-50,2024,50,Californian Sea Lion,0,7,0
BCAM11,2024-50,2024,50,Domestic Cattle,0,7,0
BCAM11,2024-50,2024,50,Elk,0,7,0
BCAM11,2024-50,2024,50,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-50,2024,50,Domestic Elk,0,7,0
BCAM11,2024-51,2024,51,American Badger,0,7,0
BCAM11,2024-51,2024,51,Bobcat,0,7,0
BCAM11,2024-51,2024,51,Coyote,1,7,0.14285714285714285
BCAM11,2024-51,2024,51,Domestic Dog,0,7,0
BCAM11,2024-51,2024,51,Human,0,7,0
BCAM11,2024-51,2024,51,Human-Camera Trapper,3,7,0.42857142857142855
BCAM11,2024-51,2024,51,Mule Deer,0,7,0
BCAM11,2024-51,2024,51,North American River Otter,0,7,0
BCAM11,2024-51,2024,51,Northern Elephant Seal,0,7,0
BCAM11,2024-51,2024,51,Northern Raccoon,0,7,0
BCAM11,2024-51,2024,51,Striped Skunk,0,7,0
BCAM11,2024-51,2024,51,Brush Rabbit,0,7,0
BCAM11,2024-51,2024,51,Californian Sea Lion,0,7,0
BCAM11,2024-51,2024,51,Domestic Cattle,0,7,0
BCAM11,2024-51,2024,51,Elk,0,7,0
BCAM11,2024-51,2024,51,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-51,2024,51,Domestic Elk,0,7,0
BCAM11,2024-52,2024,52,American Badger,0,7,0
BCAM11,2024-52,2024,52,Bobcat,0,7,0
BCAM11,2024-52,2024,52,Coyote,3,7,0.42857142857142855
BCAM11,2024-52,2024,52,Domestic Dog,0,7,0
BCAM11,2024-52,2024,52,Human,0,7,0
BCAM11,2024-52,2024,52,Human-Camera Trapper,0,7,0
BCAM11,2024-52,2024,52,Mule Deer,0,7,0
BCAM11,2024-52,2024,52,North American River Otter,0,7,0
BCAM11,2024-52,2024,52,Northern Elephant Seal,0,7,0
BCAM11,2024-52,2024,52,Northern Raccoon,0,7,0
BCAM11,2024-52,2024,52,Striped Skunk,0,7,0
BCAM11,2024-52,2024,52,Brush Rabbit,0,7,0
BCAM11,2024-52,2024,52,Californian Sea Lion,0,7,0
BCAM11,2024-52,2024,52,Domestic Cattle,0,7,0
BCAM11,2024-52,2024,52,Elk,0,7,0
BCAM11,2024-52,2024,52,Black-tailed Jackrabbit,0,7,0
BCAM11,2024-52,2024,52,Domestic Elk,0,7,0
BCAM11,2025-01,2025,01,American Badger,0,7,0
BCAM11,2025-01,2025,01,Bobcat,0,7,0
BCAM11,2025-01,2025,01,Coyote,16,7,2.2857142857142856
BCAM11,2025-01,2025,01,Domestic Dog,0,7,0
BCAM11,2025-01,2025,01,Human,0,7,0
BCAM11,2025-01,2025,01,Human-Camera Trapper,2,7,0.2857142857142857
BCAM11,2025-01,2025,01,Mule Deer,0,7,0
BCAM11,2025-01,2025,01,North American River Otter,0,7,0
BCAM11,2025-01,2025,01,Northern Elephant Seal,0,7,0
BCAM11,2025-01,2025,01,Northern Raccoon,0,7,0
BCAM11,2025-01,2025,01,Striped Skunk,0,7,0
BCAM11,2025-01,2025,01,Brush Rabbit,0,7,0
BCAM11,2025-01,2025,01,Californian Sea Lion,0,7,0
BCAM11,2025-01,2025,01,Domestic Cattle,0,7,0
BCAM11,2025-01,2025,01,Elk,0,7,0
BCAM11,2025-01,2025,01,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-01,2025,01,Domestic Elk,0,7,0
BCAM11,2025-02,2025,02,American Badger,0,7,0
BCAM11,2025-02,2025,02,Bobcat,0,7,0
BCAM11,2025-02,2025,02,Coyote,38,7,5.428571428571429
BCAM11,2025-02,2025,02,Domestic Dog,0,7,0
BCAM11,2025-02,2025,02,Human,0,7,0
BCAM11,2025-02,2025,02,Human-Camera Trapper,0,7,0
BCAM11,2025-02,2025,02,Mule Deer,0,7,0
BCAM11,2025-02,2025,02,North American River Otter,0,7,0
BCAM11,2025-02,2025,02,Northern Elephant Seal,0,7,0
BCAM11,2025-02,2025,02,Northern Raccoon,0,7,0
BCAM11,2025-02,2025,02,Striped Skunk,0,7,0
BCAM11,2025-02,2025,02,Brush Rabbit,0,7,0
BCAM11,2025-02,2025,02,Californian Sea Lion,0,7,0
BCAM11,2025-02,2025,02,Domestic Cattle,0,7,0
BCAM11,2025-02,2025,02,Elk,0,7,0
BCAM11,2025-02,2025,02,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-02,2025,02,Domestic Elk,0,7,0
BCAM11,2025-03,2025,03,American Badger,0,7,0
BCAM11,2025-03,2025,03,Bobcat,0,7,0
BCAM11,2025-03,2025,03,Coyote,15,7,2.142857142857143
BCAM11,2025-03,2025,03,Domestic Dog,0,7,0
BCAM11,2025-03,2025,03,Human,0,7,0
BCAM11,2025-03,2025,03,Human-Camera Trapper,0,7,0
BCAM11,2025-03,2025,03,Mule Deer,0,7,0
BCAM11,2025-03,2025,03,North American River Otter,0,7,0
BCAM11,2025-03,2025,03,Northern Elephant Seal,0,7,0
BCAM11,2025-03,2025,03,Northern Raccoon,0,7,0
BCAM11,2025-03,2025,03,Striped Skunk,0,7,0
BCAM11,2025-03,2025,03,Brush Rabbit,0,7,0
BCAM11,2025-03,2025,03,Californian Sea Lion,0,7,0
BCAM11,2025-03,2025,03,Domestic Cattle,0,7,0
BCAM11,2025-03,2025,03,Elk,0,7,0
BCAM11,2025-03,2025,03,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-03,2025,03,Domestic Elk,0,7,0
BCAM11,2025-04,2025,04,American Badger,0,7,0
BCAM11,2025-04,2025,04,Bobcat,0,7,0
BCAM11,2025-04,2025,04,Coyote,18,7,2.5714285714285716
BCAM11,2025-04,2025,04,Domestic Dog,0,7,0
BCAM11,2025-04,2025,04,Human,0,7,0
BCAM11,2025-04,2025,04,Human-Camera Trapper,0,7,0
BCAM11,2025-04,2025,04,Mule Deer,0,7,0
BCAM11,2025-04,2025,04,North American River Otter,0,7,0
BCAM11,2025-04,2025,04,Northern Elephant Seal,0,7,0
BCAM11,2025-04,2025,04,Northern Raccoon,0,7,0
BCAM11,2025-04,2025,04,Striped Skunk,0,7,0
BCAM11,2025-04,2025,04,Brush Rabbit,0,7,0
BCAM11,2025-04,2025,04,Californian Sea Lion,0,7,0
BCAM11,2025-04,2025,04,Domestic Cattle,0,7,0
BCAM11,2025-04,2025,04,Elk,0,7,0
BCAM11,2025-04,2025,04,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-04,2025,04,Domestic Elk,0,7,0
BCAM11,2025-05,2025,05,American Badger,0,7,0
BCAM11,2025-05,2025,05,Bobcat,0,7,0
BCAM11,2025-05,2025,05,Coyote,13,7,1.8571428571428572
BCAM11,2025-05,2025,05,Domestic Dog,0,7,0
BCAM11,2025-05,2025,05,Human,0,7,0
BCAM11,2025-05,2025,05,Human-Camera Trapper,2,7,0.2857142857142857
BCAM11,2025-05,2025,05,Mule Deer,0,7,0
BCAM11,2025-05,2025,05,North American River Otter,0,7,0
BCAM11,2025-05,2025,05,Northern Elephant Seal,0,7,0
BCAM11,2025-05,2025,05,Northern Raccoon,0,7,0
BCAM11,2025-05,2025,05,Striped Skunk,0,7,0
BCAM11,2025-05,2025,05,Brush Rabbit,0,7,0
BCAM11,2025-05,2025,05,Californian Sea Lion,0,7,0
BCAM11,2025-05,2025,05,Domestic Cattle,0,7,0
BCAM11,2025-05,2025,05,Elk,0,7,0
BCAM11,2025-05,2025,05,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-05,2025,05,Domestic Elk,0,7,0
BCAM11,2025-06,2025,06,American Badger,0,7,0
BCAM11,2025-06,2025,06,Bobcat,0,7,0
BCAM11,2025-06,2025,06,Coyote,3,7,0.42857142857142855
BCAM11,2025-06,2025,06,Domestic Dog,0,7,0
BCAM11,2025-06,2025,06,Human,0,7,0
BCAM11,2025-06,2025,06,Human-Camera Trapper,0,7,0
BCAM11,2025-06,2025,06,Mule Deer,0,7,0
BCAM11,2025-06,2025,06,North American River Otter,0,7,0
BCAM11,2025-06,2025,06,Northern Elephant Seal,1,7,0.14285714285714285
BCAM11,2025-06,2025,06,Northern Raccoon,0,7,0
BCAM11,2025-06,2025,06,Striped Skunk,0,7,0
BCAM11,2025-06,2025,06,Brush Rabbit,0,7,0
BCAM11,2025-06,2025,06,Californian Sea Lion,0,7,0
BCAM11,2025-06,2025,06,Domestic Cattle,0,7,0
BCAM11,2025-06,2025,06,Elk,0,7,0
BCAM11,2025-06,2025,06,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-06,2025,06,Domestic Elk,0,7,0
BCAM11,2025-07,2025,07,American Badger,0,7,0
BCAM11,2025-07,2025,07,Bobcat,0,7,0
BCAM11,2025-07,2025,07,Coyote,1,7,0.14285714285714285
BCAM11,2025-07,2025,07,Domestic Dog,0,7,0
BCAM11,2025-07,2025,07,Human,0,7,0
BCAM11,2025-07,2025,07,Human-Camera Trapper,2,7,0.2857142857142857
BCAM11,2025-07,2025,07,Mule Deer,0,7,0
BCAM11,2025-07,2025,07,North American River Otter,0,7,0
BCAM11,2025-07,2025,07,Northern Elephant Seal,0,7,0
BCAM11,2025-07,2025,07,Northern Raccoon,0,7,0
BCAM11,2025-07,2025,07,Striped Skunk,0,7,0
BCAM11,2025-07,2025,07,Brush Rabbit,0,7,0
BCAM11,2025-07,2025,07,Californian Sea Lion,0,7,0
BCAM11,2025-07,2025,07,Domestic Cattle,0,7,0
BCAM11,2025-07,2025,07,Elk,0,7,0
BCAM11,2025-07,2025,07,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-07,2025,07,Domestic Elk,0,7,0
BCAM11,2025-08,2025,08,American Badger,0,7,0
BCAM11,2025-08,2025,08,Bobcat,0,7,0
BCAM11,2025-08,2025,08,Coyote,2,7,0.2857142857142857
BCAM11,2025-08,2025,08,Domestic Dog,0,7,0
BCAM11,2025-08,2025,08,Human,0,7,0
BCAM11,2025-08,2025,08,Human-Camera Trapper,0,7,0
BCAM11,2025-08,2025,08,Mule Deer,0,7,0
BCAM11,2025-08,2025,08,North American River Otter,0,7,0
BCAM11,2025-08,2025,08,Northern Elephant Seal,0,7,0
BCAM11,2025-08,2025,08,Northern Raccoon,0,7,0
BCAM11,2025-08,2025,08,Striped Skunk,0,7,0
BCAM11,2025-08,2025,08,Brush Rabbit,0,7,0
BCAM11,2025-08,2025,08,Californian Sea Lion,0,7,0
BCAM11,2025-08,2025,08,Domestic Cattle,0,7,0
BCAM11,2025-08,2025,08,Elk,0,7,0
BCAM11,2025-08,2025,08,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-08,2025,08,Domestic Elk,0,7,0
BCAM11,2025-09,2025,09,American Badger,0,7,0
BCAM11,2025-09,2025,09,Bobcat,0,7,0
BCAM11,2025-09,2025,09,Coyote,3,7,0.42857142857142855
BCAM11,2025-09,2025,09,Domestic Dog,0,7,0
BCAM11,2025-09,2025,09,Human,0,7,0
BCAM11,2025-09,2025,09,Human-Camera Trapper,0,7,0
BCAM11,2025-09,2025,09,Mule Deer,0,7,0
BCAM11,2025-09,2025,09,North American River Otter,0,7,0
BCAM11,2025-09,2025,09,Northern Elephant Seal,5,7,0.7142857142857143
BCAM11,2025-09,2025,09,Northern Raccoon,0,7,0
BCAM11,2025-09,2025,09,Striped Skunk,0,7,0
BCAM11,2025-09,2025,09,Brush Rabbit,0,7,0
BCAM11,2025-09,2025,09,Californian Sea Lion,0,7,0
BCAM11,2025-09,2025,09,Domestic Cattle,0,7,0
BCAM11,2025-09,2025,09,Elk,0,7,0
BCAM11,2025-09,2025,09,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-09,2025,09,Domestic Elk,0,7,0
BCAM11,2025-10,2025,10,American Badger,0,7,0
BCAM11,2025-10,2025,10,Bobcat,0,7,0
BCAM11,2025-10,2025,10,Coyote,2,7,0.2857142857142857
BCAM11,2025-10,2025,10,Domestic Dog,0,7,0
BCAM11,2025-10,2025,10,Human,1,7,0.14285714285714285
BCAM11,2025-10,2025,10,Human-Camera Trapper,0,7,0
BCAM11,2025-10,2025,10,Mule Deer,0,7,0
BCAM11,2025-10,2025,10,North American River Otter,0,7,0
BCAM11,2025-10,2025,10,Northern Elephant Seal,0,7,0
BCAM11,2025-10,2025,10,Northern Raccoon,0,7,0
BCAM11,2025-10,2025,10,Striped Skunk,0,7,0
BCAM11,2025-10,2025,10,Brush Rabbit,0,7,0
BCAM11,2025-10,2025,10,Californian Sea Lion,0,7,0
BCAM11,2025-10,2025,10,Domestic Cattle,0,7,0
BCAM11,2025-10,2025,10,Elk,0,7,0
BCAM11,2025-10,2025,10,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-10,2025,10,Domestic Elk,0,7,0
BCAM11,2025-11,2025,11,American Badger,0,7,0
BCAM11,2025-11,2025,11,Bobcat,0,7,0
BCAM11,2025-11,2025,11,Coyote,1,7,0.14285714285714285
BCAM11,2025-11,2025,11,Domestic Dog,0,7,0
BCAM11,2025-11,2025,11,Human,0,7,0
BCAM11,2025-11,2025,11,Human-Camera Trapper,2,7,0.2857142857142857
BCAM11,2025-11,2025,11,Mule Deer,0,7,0
BCAM11,2025-11,2025,11,North American River Otter,0,7,0
BCAM11,2025-11,2025,11,Northern Elephant Seal,1,7,0.14285714285714285
BCAM11,2025-11,2025,11,Northern Raccoon,0,7,0
BCAM11,2025-11,2025,11,Striped Skunk,0,7,0
BCAM11,2025-11,2025,11,Brush Rabbit,0,7,0
BCAM11,2025-11,2025,11,Californian Sea Lion,0,7,0
BCAM11,2025-11,2025,11,Domestic Cattle,0,7,0
BCAM11,2025-11,2025,11,Elk,0,7,0
BCAM11,2025-11,2025,11,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-11,2025,11,Domestic Elk,0,7,0
BCAM11,2025-12,2025,12,American Badger,0,7,0
BCAM11,2025-12,2025,12,Bobcat,0,7,0
BCAM11,2025-12,2025,12,Coyote,2,7,0.2857142857142857
BCAM11,2025-12,2025,12,Domestic Dog,0,7,0
BCAM11,2025-12,2025,12,Human,0,7,0
BCAM11,2025-12,2025,12,Human-Camera Trapper,0,7,0
BCAM11,2025-12,2025,12,Mule Deer,0,7,0
BCAM11,2025-12,2025,12,North American River Otter,0,7,0
BCAM11,2025-12,2025,12,Northern Elephant Seal,0,7,0
BCAM11,2025-12,2025,12,Northern Raccoon,0,7,0
BCAM11,2025-12,2025,12,Striped Skunk,0,7,0
BCAM11,2025-12,2025,12,Brush Rabbit,0,7,0
BCAM11,2025-12,2025,12,Californian Sea Lion,0,7,0
BCAM11,2025-12,2025,12,Domestic Cattle,0,7,0
BCAM11,2025-12,2025,12,Elk,0,7,0
BCAM11,2025-12,2025,12,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-12,2025,12,Domestic Elk,0,7,0
BCAM11,2025-13,2025,13,American Badger,0,7,0
BCAM11,2025-13,2025,13,Bobcat,0,7,0
BCAM11,2025-13,2025,13,Coyote,1,7,0.14285714285714285
BCAM11,2025-13,2025,13,Domestic Dog,0,7,0
BCAM11,2025-13,2025,13,Human,0,7,0
BCAM11,2025-13,2025,13,Human-Camera Trapper,0,7,0
BCAM11,2025-13,2025,13,Mule Deer,0,7,0
BCAM11,2025-13,2025,13,North American River Otter,0,7,0
BCAM11,2025-13,2025,13,Northern Elephant Seal,1,7,0.14285714285714285
BCAM11,2025-13,2025,13,Northern Raccoon,0,7,0
BCAM11,2025-13,2025,13,Striped Skunk,0,7,0
BCAM11,2025-13,2025,13,Brush Rabbit,0,7,0
BCAM11,2025-13,2025,13,Californian Sea Lion,0,7,0
BCAM11,2025-13,2025,13,Domestic Cattle,0,7,0
BCAM11,2025-13,2025,13,Elk,0,7,0
BCAM11,2025-13,2025,13,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-13,2025,13,Domestic Elk,0,7,0
BCAM11,2025-15,2025,15,American Badger,0,7,0
BCAM11,2025-15,2025,15,Bobcat,0,7,0
BCAM11,2025-15,2025,15,Coyote,1,7,0.14285714285714285
BCAM11,2025-15,2025,15,Domestic Dog,0,7,0
BCAM11,2025-15,2025,15,Human,0,7,0
BCAM11,2025-15,2025,15,Human-Camera Trapper,0,7,0
BCAM11,2025-15,2025,15,Mule Deer,1,7,0.14285714285714285
BCAM11,2025-15,2025,15,North American River Otter,0,7,0
BCAM11,2025-15,2025,15,Northern Elephant Seal,0,7,0
BCAM11,2025-15,2025,15,Northern Raccoon,0,7,0
BCAM11,2025-15,2025,15,Striped Skunk,0,7,0
BCAM11,2025-15,2025,15,Brush Rabbit,0,7,0
BCAM11,2025-15,2025,15,Californian Sea Lion,0,7,0
BCAM11,2025-15,2025,15,Domestic Cattle,0,7,0
BCAM11,2025-15,2025,15,Elk,0,7,0
BCAM11,2025-15,2025,15,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-15,2025,15,Domestic Elk,0,7,0
BCAM11,2025-24,2025,24,American Badger,0,7,0
BCAM11,2025-24,2025,24,Bobcat,0,7,0
BCAM11,2025-24,2025,24,Coyote,1,7,0.14285714285714285
BCAM11,2025-24,2025,24,Domestic Dog,0,7,0
BCAM11,2025-24,2025,24,Human,0,7,0
BCAM11,2025-24,2025,24,Human-Camera Trapper,0,7,0
BCAM11,2025-24,2025,24,Mule Deer,0,7,0
BCAM11,2025-24,2025,24,North American River Otter,0,7,0
BCAM11,2025-24,2025,24,Northern Elephant Seal,0,7,0
BCAM11,2025-24,2025,24,Northern Raccoon,0,7,0
BCAM11,2025-24,2025,24,Striped Skunk,0,7,0
BCAM11,2025-24,2025,24,Brush Rabbit,0,7,0
BCAM11,2025-24,2025,24,Californian Sea Lion,0,7,0
BCAM11,2025-24,2025,24,Domestic Cattle,0,7,0
BCAM11,2025-24,2025,24,Elk,0,7,0
BCAM11,2025-24,2025,24,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-24,2025,24,Domestic Elk,0,7,0
BCAM11,2025-30,2025,30,American Badger,0,7,0
BCAM11,2025-30,2025,30,Bobcat,0,7,0
BCAM11,2025-30,2025,30,Coyote,1,7,0.14285714285714285
BCAM11,2025-30,2025,30,Domestic Dog,0,7,0
BCAM11,2025-30,2025,30,Human,0,7,0
BCAM11,2025-30,2025,30,Human-Camera Trapper,0,7,0
BCAM11,2025-30,2025,30,Mule Deer,3,7,0.42857142857142855
BCAM11,2025-30,2025,30,North American River Otter,0,7,0
BCAM11,2025-30,2025,30,Northern Elephant Seal,0,7,0
BCAM11,2025-30,2025,30,Northern Raccoon,0,7,0
BCAM11,2025-30,2025,30,Striped Skunk,0,7,0
BCAM11,2025-30,2025,30,Brush Rabbit,0,7,0
BCAM11,2025-30,2025,30,Californian Sea Lion,0,7,0
BCAM11,2025-30,2025,30,Domestic Cattle,0,7,0
BCAM11,2025-30,2025,30,Elk,0,7,0
BCAM11,2025-30,2025,30,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-30,2025,30,Domestic Elk,0,7,0
BCAM11,2025-31,2025,31,American Badger,0,7,0
BCAM11,2025-31,2025,31,Bobcat,0,7,0
BCAM11,2025-31,2025,31,Coyote,1,7,0.14285714285714285
BCAM11,2025-31,2025,31,Domestic Dog,0,7,0
BCAM11,2025-31,2025,31,Human,1,7,0.14285714285714285
BCAM11,2025-31,2025,31,Human-Camera Trapper,0,7,0
BCAM11,2025-31,2025,31,Mule Deer,1,7,0.14285714285714285
BCAM11,2025-31,2025,31,North American River Otter,0,7,0
BCAM11,2025-31,2025,31,Northern Elephant Seal,0,7,0
BCAM11,2025-31,2025,31,Northern Raccoon,1,7,0.14285714285714285
BCAM11,2025-31,2025,31,Striped Skunk,0,7,0
BCAM11,2025-31,2025,31,Brush Rabbit,0,7,0
BCAM11,2025-31,2025,31,Californian Sea Lion,0,7,0
BCAM11,2025-31,2025,31,Domestic Cattle,0,7,0
BCAM11,2025-31,2025,31,Elk,0,7,0
BCAM11,2025-31,2025,31,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-31,2025,31,Domestic Elk,0,7,0
BCAM11,2025-32,2025,32,American Badger,0,7,0
BCAM11,2025-32,2025,32,Bobcat,0,7,0
BCAM11,2025-32,2025,32,Coyote,6,7,0.8571428571428571
BCAM11,2025-32,2025,32,Domestic Dog,0,7,0
BCAM11,2025-32,2025,32,Human,0,7,0
BCAM11,2025-32,2025,32,Human-Camera Trapper,2,7,0.2857142857142857
BCAM11,2025-32,2025,32,Mule Deer,2,7,0.2857142857142857
BCAM11,2025-32,2025,32,North American River Otter,0,7,0
BCAM11,2025-32,2025,32,Northern Elephant Seal,0,7,0
BCAM11,2025-32,2025,32,Northern Raccoon,0,7,0
BCAM11,2025-32,2025,32,Striped Skunk,0,7,0
BCAM11,2025-32,2025,32,Brush Rabbit,0,7,0
BCAM11,2025-32,2025,32,Californian Sea Lion,0,7,0
BCAM11,2025-32,2025,32,Domestic Cattle,0,7,0
BCAM11,2025-32,2025,32,Elk,0,7,0
BCAM11,2025-32,2025,32,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-32,2025,32,Domestic Elk,0,7,0
BCAM11,2025-33,2025,33,American Badger,0,7,0
BCAM11,2025-33,2025,33,Bobcat,0,7,0
BCAM11,2025-33,2025,33,Coyote,7,7,1
BCAM11,2025-33,2025,33,Domestic Dog,0,7,0
BCAM11,2025-33,2025,33,Human,0,7,0
BCAM11,2025-33,2025,33,Human-Camera Trapper,0,7,0
BCAM11,2025-33,2025,33,Mule Deer,0,7,0
BCAM11,2025-33,2025,33,North American River Otter,0,7,0
BCAM11,2025-33,2025,33,Northern Elephant Seal,0,7,0
BCAM11,2025-33,2025,33,Northern Raccoon,0,7,0
BCAM11,2025-33,2025,33,Striped Skunk,0,7,0
BCAM11,2025-33,2025,33,Brush Rabbit,0,7,0
BCAM11,2025-33,2025,33,Californian Sea Lion,0,7,0
BCAM11,2025-33,2025,33,Domestic Cattle,0,7,0
BCAM11,2025-33,2025,33,Elk,0,7,0
BCAM11,2025-33,2025,33,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-33,2025,33,Domestic Elk,0,7,0
BCAM11,2025-34,2025,34,American Badger,0,7,0
BCAM11,2025-34,2025,34,Bobcat,0,7,0
BCAM11,2025-34,2025,34,Coyote,3,7,0.42857142857142855
BCAM11,2025-34,2025,34,Domestic Dog,0,7,0
BCAM11,2025-34,2025,34,Human,1,7,0.14285714285714285
BCAM11,2025-34,2025,34,Human-Camera Trapper,0,7,0
BCAM11,2025-34,2025,34,Mule Deer,0,7,0
BCAM11,2025-34,2025,34,North American River Otter,0,7,0
BCAM11,2025-34,2025,34,Northern Elephant Seal,0,7,0
BCAM11,2025-34,2025,34,Northern Raccoon,0,7,0
BCAM11,2025-34,2025,34,Striped Skunk,0,7,0
BCAM11,2025-34,2025,34,Brush Rabbit,0,7,0
BCAM11,2025-34,2025,34,Californian Sea Lion,0,7,0
BCAM11,2025-34,2025,34,Domestic Cattle,0,7,0
BCAM11,2025-34,2025,34,Elk,0,7,0
BCAM11,2025-34,2025,34,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-34,2025,34,Domestic Elk,0,7,0
BCAM11,2025-35,2025,35,American Badger,0,7,0
BCAM11,2025-35,2025,35,Bobcat,0,7,0
BCAM11,2025-35,2025,35,Coyote,3,7,0.42857142857142855
BCAM11,2025-35,2025,35,Domestic Dog,0,7,0
BCAM11,2025-35,2025,35,Human,1,7,0.14285714285714285
BCAM11,2025-35,2025,35,Human-Camera Trapper,0,7,0
BCAM11,2025-35,2025,35,Mule Deer,6,7,0.8571428571428571
BCAM11,2025-35,2025,35,North American River Otter,0,7,0
BCAM11,2025-35,2025,35,Northern Elephant Seal,0,7,0
BCAM11,2025-35,2025,35,Northern Raccoon,1,7,0.14285714285714285
BCAM11,2025-35,2025,35,Striped Skunk,0,7,0
BCAM11,2025-35,2025,35,Brush Rabbit,0,7,0
BCAM11,2025-35,2025,35,Californian Sea Lion,0,7,0
BCAM11,2025-35,2025,35,Domestic Cattle,0,7,0
BCAM11,2025-35,2025,35,Elk,0,7,0
BCAM11,2025-35,2025,35,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-35,2025,35,Domestic Elk,0,7,0
BCAM11,2025-38,2025,38,American Badger,0,7,0
BCAM11,2025-38,2025,38,Bobcat,0,7,0
BCAM11,2025-38,2025,38,Coyote,1,7,0.14285714285714285
BCAM11,2025-38,2025,38,Domestic Dog,0,7,0
BCAM11,2025-38,2025,38,Human,1,7,0.14285714285714285
BCAM11,2025-38,2025,38,Human-Camera Trapper,0,7,0
BCAM11,2025-38,2025,38,Mule Deer,4,7,0.5714285714285714
BCAM11,2025-38,2025,38,North American River Otter,0,7,0
BCAM11,2025-38,2025,38,Northern Elephant Seal,0,7,0
BCAM11,2025-38,2025,38,Northern Raccoon,0,7,0
BCAM11,2025-38,2025,38,Striped Skunk,0,7,0
BCAM11,2025-38,2025,38,Brush Rabbit,0,7,0
BCAM11,2025-38,2025,38,Californian Sea Lion,0,7,0
BCAM11,2025-38,2025,38,Domestic Cattle,0,7,0
BCAM11,2025-38,2025,38,Elk,0,7,0
BCAM11,2025-38,2025,38,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-38,2025,38,Domestic Elk,0,7,0
BCAM11,2025-39,2025,39,American Badger,0,7,0
BCAM11,2025-39,2025,39,Bobcat,0,7,0
BCAM11,2025-39,2025,39,Coyote,1,7,0.14285714285714285
BCAM11,2025-39,2025,39,Domestic Dog,0,7,0
BCAM11,2025-39,2025,39,Human,0,7,0
BCAM11,2025-39,2025,39,Human-Camera Trapper,0,7,0
BCAM11,2025-39,2025,39,Mule Deer,5,7,0.7142857142857143
BCAM11,2025-39,2025,39,North American River Otter,0,7,0
BCAM11,2025-39,2025,39,Northern Elephant Seal,0,7,0
BCAM11,2025-39,2025,39,Northern Raccoon,0,7,0
BCAM11,2025-39,2025,39,Striped Skunk,0,7,0
BCAM11,2025-39,2025,39,Brush Rabbit,0,7,0
BCAM11,2025-39,2025,39,Californian Sea Lion,0,7,0
BCAM11,2025-39,2025,39,Domestic Cattle,0,7,0
BCAM11,2025-39,2025,39,Elk,0,7,0
BCAM11,2025-39,2025,39,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-39,2025,39,Domestic Elk,0,7,0
BCAM11,2025-42,2025,42,American Badger,0,7,0
BCAM11,2025-42,2025,42,Bobcat,0,7,0
BCAM11,2025-42,2025,42,Coyote,4,7,0.5714285714285714
BCAM11,2025-42,2025,42,Domestic Dog,0,7,0
BCAM11,2025-42,2025,42,Human,0,7,0
BCAM11,2025-42,2025,42,Human-Camera Trapper,0,7,0
BCAM11,2025-42,2025,42,Mule Deer,2,7,0.2857142857142857
BCAM11,2025-42,2025,42,North American River Otter,0,7,0
BCAM11,2025-42,2025,42,Northern Elephant Seal,0,7,0
BCAM11,2025-42,2025,42,Northern Raccoon,2,7,0.2857142857142857
BCAM11,2025-42,2025,42,Striped Skunk,0,7,0
BCAM11,2025-42,2025,42,Brush Rabbit,0,7,0
BCAM11,2025-42,2025,42,Californian Sea Lion,0,7,0
BCAM11,2025-42,2025,42,Domestic Cattle,0,7,0
BCAM11,2025-42,2025,42,Elk,0,7,0
BCAM11,2025-42,2025,42,Black-tailed Jackrabbit,0,7,0
BCAM11,2025-42,2025,42,Domestic Elk,0,7,0
BCAM11,2025-43,2025,43,American Badger,0,1,0
BCAM11,2025-43,2025,43,Bobcat,0,1,0
BCAM11,2025-43,2025,43,Coyote,1,1,1
BCAM11,2025-43,2025,43,Domestic Dog,0,1,0
BCAM11,2025-43,2025,43,Human,0,1,0
BCAM11,2025-43,2025,43,Human-Camera Trapper,1,1,1
BCAM11,2025-43,2025,43,Mule Deer,0,1,0
